"idereg","tiptran","fechfa","codart","nomart","codori","numnot","cantid","pcosto","pventa","can_ven","cos_ven","venta"
"1",CL,2009-09-10 00:00:00.000,JHI-027,Junta homo Izumi monza 1.8/2.0 82-02 /33x25x52,1,59.0,60,7.3,21.5,0.0,0.0,33.0
"1",CL,2009-09-10 00:00:00.000,JHI-029,Junta homo Izumi mazda 323 1.6/1.8 (26x28x56),1,59.0,150,7.3,21.5,0.0,0.0,154.0
"1",CL,2009-09-10 00:00:00.000,JHI-030,"Junta homo Izumi monza 1.8,super racer2.0/33x29x52",1,59.0,100,7.3,21.5,0.0,0.0,14.0
"1",CL,2009-09-10 00:00:00.000,JHI-031,Junta homo Izumi mitsub lancer elantra (25x23x50),1,59.0,100,7.3,21.5,0.0,0.0,128.0
"1",CL,2009-09-10 00:00:00.000,JHI-032,Junta homo Izumi ford escort 1.8 (26x28x56),1,59.0,20,7.3,21.5,0.0,0.0,12.0
"1",CL,2009-09-10 00:00:00.000,JHI-033,Junta homo Izumi steem 1.6 98-00 /25x20x 49,1,59.0,40,7.3,21.5,0.0,0.0,55.0
"1",CL,2009-09-10 00:00:00.000,JHI-034,Junta homo Izumi honda civic 1.3/1.5 84/87 (23x22x,1,59.0,20,7.3,21.5,0.0,0.0,23.0
"1",CL,2009-09-10 00:00:00.000,JHI-035,Junta homo Izumi fiat 127 (20X20X43.10),1,59.0,50,7.3,21.5,0.0,0.0,0.0
"1",CL,2009-09-10 00:00:00.000,JHI-047,Junta homo Izumi nissan sentra 2.0l(25x32x52.2 abs,1,59.0,60,7.3,22.0,0.0,0.0,68.0
"1",CL,2009-09-10 00:00:00.000,JHI-050,Junta homo Iizumi toyo. tercel 91 rav 3pt/26x22x56,1,59.0,90,7.3,21.5,0.0,0.0,15.0
"1",CL,2009-09-10 00:00:00.000,JHI-052,Junta homo Izumi subaru leone 4wd 79/84(30x23x52,1,59.0,40,10.0,32.7,0.0,0.0,17.0
"1",CL,2009-09-10 00:00:00.000,JHI-054,Junta homo Izumi golf93/95 jeta 4 cil.(22x3,1,59.0,30,7.3,22.0,0.0,0.0,39.0
"1",CL,2009-09-10 00:00:00.000,JHI-086,Junta homo Izumi daewoo cielo 94 (22x29x52),1,59.0,50,7.3,22.0,0.0,0.0,59.0
"1",CL,2009-09-10 00:00:00.000,JHI-087,Junta homo Izumi mazda b2.6 4x4 87-92 (26x25x65),1,59.0,100,8.0,23.5,0.0,0.0,10.0
"1",CL,2009-09-10 00:00:00.000,JHI-088,Junta homo Izumi nissan sentra 1.6 mex93 (25x24x55,1,59.0,60,7.3,21.5,0.0,0.0,97.0
"1",CL,2009-09-10 00:00:00.000,JHI-089,Junta homo Izumi mits lancer1.3 colt 93/95(25x2254,1,59.0,20,7.3,21.5,0.0,0.0,8.0
"1",CL,2009-09-10 00:00:00.000,JHI-090,Junta homo Izumi mits galant/elant/sonat 81(25x23x,1,59.0,40,7.3,21.5,0.0,0.0,14.0
"1",CL,2009-09-10 00:00:00.000,JHI-091,"Junta homo Izumi mazda 626/96,kia caren (28x24x56)",1,59.0,30,7.3,22.0,0.0,0.0,44.0
"1",CL,2009-09-10 00:00:00.000,JHI-092,Junta homo Izumi suzuki II 00/04 new swift(23x20x4,1,59.0,80,7.3,21.5,0.0,0.0,14.0
"1",CL,2009-09-10 00:00:00.000,JHI-094,Junta homo Izumi atoz moderno (25x20x50),1,59.0,100,7.3,21.5,0.0,0.0,244.0
"1",CL,2009-09-10 00:00:00.000,JHI-098,Junta homo Izumi daewoo esper 91/93 1.8/2(33x29x52,1,59.0,100,7.3,22.0,0.0,0.0,63.0
"1",CL,2009-09-10 00:00:00.000,JHI-099,Junta homo Izumi lada niva (22x22x46),1,59.0,200,7.3,21.5,0.0,0.0,54.0
"1",CL,2009-09-10 00:00:00.000,JHI-110,Junta Homo Izumi  Audi Fabia 1.4/1.6 16VL. / 36x30,1,59.0,50,7.3,21.5,0.0,0.0,209.0
"1",CL,2009-09-10 00:00:00.000,JHI-115,Junta Homo Izumi  Ch.Vectro2.0 96/4 Aska1.8/ 33x25,1,59.0,50,7.3,22.0,0.0,0.0,47.0
"1",CL,2009-09-10 00:00:00.000,JHI-117,"Junta Homo Izumi  Gol 01/05, Camio.85/22x30x50",1,59.0,50,7.3,21.5,0.0,0.0,58.0
"1",CL,2009-09-10 00:00:00.000,JHI-119,Junta Homo Izumi  Mazda323 1.6 4CIL.92/93 /26x22x5,1,59.0,80,7.3,21.5,0.0,0.0,32.0
"1",CL,2009-09-10 00:00:00.000,JHI-129,Junta Homo Izumi Tucson sin ABC (27x25x60),1,59.0,30,7.3,22.0,0.0,0.0,59.0
"1",CL,2009-09-10 00:00:00.000,JHI-130,Junta Homo Izumi Tucson con ABS (27x25x60),1,59.0,50,7.7,23.5,0.0,0.0,52.0
"1",CL,2009-09-10 00:00:00.000,JHI-131,"Junta homo Izumi citroen, peugeot 206 (21x22x48)",1,59.0,50,7.3,22.5,0.0,0.0,36.0
"1",CL,2009-09-10 00:00:00.000,JHI-137-1,Junta homo izumi aveo 1.4 / 22x23/x52,1,59.0,800,7.0,26.5,0.0,0.0,407.0
"1",CL,2009-09-10 00:00:00.000,JHI-138,Junta homo interna luv 3.2 der./17x33x30,1,59.0,60,7.3,33.72,0.0,0.0,20.0
"1",CL,2009-09-10 00:00:00.000,JHI-139,Junta homo interna luv 3.2 izq./17x26x30 ,1,59.0,10,12.0,33.72,0.0,0.0,16.0
"1",CL,2009-09-10 00:00:00.000,JHI-141,"Junta homo izumi d-max diesel,trooper /17x33x53",1,59.0,100,8.0,23.5,0.0,0.0,18.0
"1",CL,2009-09-10 00:00:00.000,JHI-142,Junta homo izumi mitsu.galant E15A/E16 /25x23x54,1,59.0,20,7.3,21.5,0.0,0.0,2.0
"1",CL,2009-09-10 00:00:00.000,JHI-143,Juna homo izumi mazda van mpv 00/06 /28x32x56,1,59.0,20,7.3,21.5,0.0,0.0,0.0
"1",CL,2009-09-10 00:00:00.000,JHI-144,Junta homo izumi subaru aut. Legacy 89/90/27x30x56,1,59.0,20,7.3,21.5,0.0,0.0,2.0
"1",CL,2009-09-10 00:00:00.000,JHI-145,Junta homo izumi subaru legacy 91/95 /27x22x56,1,59.0,20,7.3,21.5,0.0,0.0,2.0
"1",CL,2009-09-10 00:00:00.000,JHI-146,Junta homo izumi mazda 626 90-92/26X25X56,1,59.0,20,7.3,21.5,0.0,0.0,2.0
"1",CL,2009-09-10 00:00:00.000,JHI-147,"Junta homo izumi mazda 626, mex6 1.8/2.0 /28x23x56",1,59.0,20,7.3,21.5,0.0,0.0,0.0
"1",CL,2009-09-10 00:00:00.000,JHI-148,Junta homo izumi nissan sentra 1.6 00-04/25x30x55,1,59.0,20,7.3,21.5,0.0,0.0,10.0
"1",CL,2009-09-10 00:00:00.000,JHI-149,Junta homo izumi n.sentra b13 eb12 91/94/25x23x55,1,59.0,30,7.3,21.5,0.0,0.0,28.0
"1",CL,2009-09-10 00:00:00.000,JHI-150,Junta homo izumi kia sephia 1.8/98 /26x23x56,1,59.0,20,7.3,21.5,0.0,0.0,4.0
"1",CL,2009-09-10 00:00:00.000,JHI-151,Junta homo izumi k.sephia 1.5.8 16v 01-05/26x22x56,1,59.0,20,7.3,21.5,0.0,0.0,4.0
"1",CL,2009-09-10 00:00:00.000,JHI-152,Junta homo izumi kia carniva abs 54t-ab /28x26x56,1,59.0,20,8.0,23.5,0.0,0.0,2.0
"1",CL,2009-09-10 00:00:00.000,JHI-153,Junta homo izu festiva1.8 88-93 m.626 usa/24x19x52,1,59.0,20,7.3,21.5,0.0,0.0,2.0
"1",CL,2009-09-10 00:00:00.000,JHI-154,Junta homo izumi l.rover austin mini apach29x19x48,1,59.0,20,7.3,21.5,0.0,0.0,0.0
"1",CL,2009-09-10 00:00:00.000,JHI-155,Junta homo izumi peugeot 305/405 /25x34x54.8,1,59.0,20,7.3,21.5,0.0,0.0,2.0
"1",CL,2009-09-10 00:00:00.000,JHI-156,Junta homo izumi tucson terracan /27x23x60,1,59.0,20,8.0,23.5,0.0,0.0,13.0
"1",CL,2009-09-10 00:00:00.000,JHI-157,Junta homo izumi mit.dodge crysler 91/92/27x26x60,1,59.0,30,8.0,23.5,0.0,0.0,0.0
"1",CL,2009-09-10 00:00:00.000,JHI-158,Junta homo izumi mit.galant3.0 V6/25x24x54,1,59.0,20,7.3,21.5,0.0,0.0,6.0
"1",CL,2009-09-10 00:00:00.000,JHI-160,Junta homo izumi nissan sentra/28x25x50,1,59.0,20,8.0,23.5,0.0,0.0,13.0
"1",CL,2009-09-10 00:00:00.000,JHI-161,Junta homo izumi rav 1.8/2.0 tercel 80-82/23x22x51,1,59.0,20,7.3,21.5,0.0,0.0,4.0
"1",CL,2009-09-10 00:00:00.000,JHI-162,Junta homo izumi ford fiesta moderno/25x21x53.2,1,59.0,30,7.3,21.5,0.0,0.0,8.0
"1",CL,2009-09-10 00:00:00.000,JHI-163,Junta homo izumi terracan con ABS/27x26x60,1,59.0,30,8.0,23.5,0.0,0.0,8.0
"1",CL,2009-09-10 00:00:00.000,JHI-164,Junta homo izum honda crv-07 legend3.5/98/28x32x64,1,59.0,20,8.0,23.5,0.0,0.0,0.0
"1",CL,2009-09-10 00:00:00.000,JHI-165,Junta homo izumi k.sportage2.0 94-99 /26x24x65,1,59.0,20,7.3,21.5,0.0,0.0,2.0
"1",CL,2009-09-10 00:00:00.000,JHI-166,Junta homo izum logan clio megan1.6.9.2/21x22x51.5,1,59.0,20,7.3,21.5,0.0,0.0,20.0
"1",CL,2009-09-10 00:00:00.000,JHI-167,Junta homo izumi hilux 4x4 4wd /26x27x60,1,59.0,20,8.5,23.5,0.0,0.0,8.0
"1",CL,2009-09-10 00:00:00.000,JHI-168,Junta homo izumi corola 1.4.6-00/26x23x58,1,59.0,20,7.3,21.5,0.0,0.0,0.0
"1",CL,2009-09-10 00:00:00.000,JHI-169,Junta homo izum daih.coure charad1.0 87-9/24x19x47,1,59.0,20,7.3,21.5,0.0,0.0,0.0
"1",CL,2009-09-10 00:00:00.000,JHI-170,"Junta homo izumi tacuma,vivant,astra/33x32x52",1,59.0,20,8.0,23.5,0.0,0.0,20.0
"1",CL,2009-09-10 00:00:00.000,JHI-171,Junta homo izumi honda civic 93-98/23x30x55,1,59.0,20,7.3,21.5,0.0,0.0,6.0
"1",CL,2009-09-10 00:00:00.000,JHI-172,Junta homo izumi rav 4 98-06/26x27x63,1,59.0,20,8.0,23.5,0.0,0.0,6.0
"1",CL,2009-09-10 00:00:00.000,JHI-173,Junta homo izumi toyota corola moder/26x23x58,1,59.0,20,7.3,21.5,0.0,0.0,12.0
"1",CL,2009-10-06 00:00:00.000,TRIC-001,Triceta izumi forza I,1,61.0,300,3.76,7.0,0.0,0.0,430.0
"1",CL,2009-10-06 00:00:00.000,TRIC-002,Triceta izumi forza II,1,61.0,500,3.47,7.0,0.0,0.0,293.0
"1",CL,2009-10-06 00:00:00.000,TRIC-012,"Triceta izumi swift, ch. aveo",1,61.0,300,3.62,7.0,0.0,0.0,507.0
