"Nompro","Fechfa","Cantid","Pcosto"
CHINA AND CANTON,2010-03-10 00:00:00.000,100.0,18.8
CHINA AND CANTON,2010-03-10 00:00:00.000,300.0,8.95
CHINA AND CANTON,2010-03-10 00:00:00.000,200.0,10.55
CHINA AND CANTON,2010-03-10 00:00:00.000,300.0,10.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,400.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,300.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,500.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,150.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,300.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,400.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,300.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,200.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,400.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,300.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,250.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,300.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,40.0,8.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,40.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,200.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,500.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,200.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,80.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,150.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,30.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,20.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,10.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,40.0,11.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,9.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,9.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,300.0,8.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,30.0,12.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,150.0,12.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,40.0,12.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,9.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,60.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,40.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,40.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,40.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,20.0,9.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,20.0,10.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,300.0,9.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,9.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,10.0,12.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,10.0,12.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,10.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,9.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,80.0,10.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,40.0,12.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,10.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,9.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,10.0,11.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,300.0,12.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,80.0,10.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,80.0,10.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,20.0,9.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,10.0,9.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,20.0,9.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,40.0,9.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,20.0,10.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,40.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,30.0,8.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,40.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,300.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,80.0,8.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,80.0,8.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,30.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,30.0,10.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,30.0,12.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,500.0,12.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,30.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,20.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,7.7
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,60.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,20.0,12.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,20.0,12.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,30.0,8.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,20.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,30.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,20.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,30.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,30.0,8.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,30.0,8.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,10.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,30.0,8.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,150.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,8.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,10.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,8.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,20.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,20.0,8.0
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,20.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,985.0,2.74
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,800.0,2.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,800.0,2.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,150.0,16.86
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,200.0,17.21
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,250.0,19.44
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,20.0,19.51
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,200.0,20.07
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,20.07
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,30.0,17.18
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,30.0,14.66
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,30.0,16.89
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,250.0,2.55
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,500.0,3.33
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,500.0,2.26
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,1000.0,2.79
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,150.0,3.74
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,4.09
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,250.0,2.56
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,300.0,2.74
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,500.0,3.65
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,4000.0,3.2
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,2.92
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,150.0,2.72
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,3000.0,3.1
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,3.01
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,2.72
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,400.0,3.6
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,200.0,3.61
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,500.0,3.86
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,3.01
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,3.88
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,4.02
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,1000.0,2.74
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,3.66
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,4.72
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,2.92
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,2.78
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,3.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,4.14
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,80.0,2.83
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,20.0,4.36
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,40.0,3.82
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,3.7
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,2.34
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,2.79
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,3.85
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,4.34
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,3.42
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,4.54
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,500.0,5.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,4.09
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,300.0,3.5
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,1000.0,3.09
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,300.0,2.38
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,600.0,3.07
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,300.0,3.78
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,4.98
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,3.46
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,40.0,7.3
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,50.0,2.47
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,100.0,3.01
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,300.0,2.8
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,150.0,3.08
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,80.0,3.72
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,200.0,2.57
ARSEN INDUSTRIAL,2010-04-05 00:00:00.000,200.0,3.58
GAHBIN CORP.,2010-04-16 00:00:00.000,250.0,0.75
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.66
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.32
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,2.31
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,2.31
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,1.48
GAHBIN CORP.,2010-04-16 00:00:00.000,66.0,3.7
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.93
GAHBIN CORP.,2010-04-16 00:00:00.000,145.0,0.19
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.14
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,7.43
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,3.27
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,4.17
GAHBIN CORP.,2010-04-16 00:00:00.000,98.0,3.27
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,4.17
GAHBIN CORP.,2010-04-16 00:00:00.000,26.0,16.28
GAHBIN CORP.,2010-04-16 00:00:00.000,40.0,11.33
GAHBIN CORP.,2010-04-16 00:00:00.000,90.0,3.95
GAHBIN CORP.,2010-04-16 00:00:00.000,60.0,1.45
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.11
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.42
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,5.19
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,12.9
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,5.49
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,4.09
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,12.67
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,14.88
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,7.43
GAHBIN CORP.,2010-04-16 00:00:00.000,36.0,29.41
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,24.54
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,4.17
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.31
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,7.43
GAHBIN CORP.,2010-04-16 00:00:00.000,190.0,14.19
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,3.71
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,9.51
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,15.81
GAHBIN CORP.,2010-04-16 00:00:00.000,40.0,10.67
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,2.64
GAHBIN CORP.,2010-04-16 00:00:00.000,250.0,1.48
GAHBIN CORP.,2010-04-16 00:00:00.000,52.0,3.23
GAHBIN CORP.,2010-04-16 00:00:00.000,250.0,2.04
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,5.24
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,3.98
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,8.16
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.02
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,7.43
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,1.21
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,11.42
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,2.87
GAHBIN CORP.,2010-04-16 00:00:00.000,200.0,2.11
GAHBIN CORP.,2010-04-16 00:00:00.000,125.0,7.16
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,16.7
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,13.73
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,16.7
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,13.73
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,0.98
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,3.08
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,52.97
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.3
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,3.16
GAHBIN CORP.,2010-04-16 00:00:00.000,300.0,1.71
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,2.68
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.3
GAHBIN CORP.,2010-04-16 00:00:00.000,500.0,15.44
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,22.05
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,22.05
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,23.71
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,23.71
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,24.95
GAHBIN CORP.,2010-04-16 00:00:00.000,300.0,8.16
GAHBIN CORP.,2010-04-16 00:00:00.000,400.0,6.27
GAHBIN CORP.,2010-04-16 00:00:00.000,32.0,6.49
GAHBIN CORP.,2010-04-16 00:00:00.000,500.0,16.14
GAHBIN CORP.,2010-04-16 00:00:00.000,300.0,2.18
GAHBIN CORP.,2010-04-16 00:00:00.000,210.0,4.18
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,4.18
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.88
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,4.18
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.88
GAHBIN CORP.,2010-04-16 00:00:00.000,70.0,22.77
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,12.26
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,1.21
GAHBIN CORP.,2010-04-16 00:00:00.000,250.0,1.32
GAHBIN CORP.,2010-04-16 00:00:00.000,2500.0,0.26
GAHBIN CORP.,2010-04-16 00:00:00.000,750.0,4.63
GAHBIN CORP.,2010-04-16 00:00:00.000,200.0,6.61
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,5.74
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,1.48
GAHBIN CORP.,2010-04-16 00:00:00.000,500.0,1.63
GAHBIN CORP.,2010-04-16 00:00:00.000,350.0,2.02
GAHBIN CORP.,2010-04-16 00:00:00.000,250.0,0.43
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,2.12
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,0.71
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,7.0
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,2.98
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,22.31
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,2.59
GAHBIN CORP.,2010-04-16 00:00:00.000,30.0,10.87
GAHBIN CORP.,2010-04-16 00:00:00.000,10.0,3.07
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,11.2
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,4.91
GAHBIN CORP.,2010-04-16 00:00:00.000,10.0,7.0
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,4.25
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,2.41
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.32
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,5.11
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,14.65
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,9.74
GAHBIN CORP.,2010-04-16 00:00:00.000,40.0,8.38
GAHBIN CORP.,2010-04-16 00:00:00.000,250.0,4.0
GAHBIN CORP.,2010-04-16 00:00:00.000,600.0,1.01
GAHBIN CORP.,2010-04-16 00:00:00.000,200.0,2.18
GAHBIN CORP.,2010-04-16 00:00:00.000,300.0,1.6
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.23
GAHBIN CORP.,2010-04-16 00:00:00.000,250.0,2.64
GAHBIN CORP.,2010-04-16 00:00:00.000,250.0,0.86
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,1.85
GAHBIN CORP.,2010-04-16 00:00:00.000,600.0,1.76
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,2.68
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,19.39
GAHBIN CORP.,2010-04-16 00:00:00.000,400.0,0.33
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,4.64
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.85
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,7.0
GAHBIN CORP.,2010-04-16 00:00:00.000,44.0,21.43
GAHBIN CORP.,2010-04-16 00:00:00.000,30.0,1.63
GAHBIN CORP.,2010-04-16 00:00:00.000,30.0,20.14
GAHBIN CORP.,2010-04-16 00:00:00.000,35.0,32.19
GAHBIN CORP.,2010-04-16 00:00:00.000,15.0,2.15
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.07
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,21.61
GAHBIN CORP.,2010-04-16 00:00:00.000,10.0,87.76
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,20.92
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,2.43
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,9.01
GAHBIN CORP.,2010-04-16 00:00:00.000,250.0,0.71
GAHBIN CORP.,2010-04-16 00:00:00.000,99.0,8.48
GAHBIN CORP.,2010-04-16 00:00:00.000,30.0,1.78
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.3
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,5.97
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,1.25
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,6.18
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,7.16
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,9.22
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,4.61
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,1.63
GAHBIN CORP.,2010-04-16 00:00:00.000,200.0,1.53
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,4.64
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.02
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,3.68
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,2.05
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,3.5
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,8.39
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,35.26
GAHBIN CORP.,2010-04-16 00:00:00.000,60.0,18.46
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,10.95
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,19.54
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,1.5
GAHBIN CORP.,2010-04-16 00:00:00.000,250.0,4.26
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,8.18
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,13.79
GAHBIN CORP.,2010-04-16 00:00:00.000,88.0,13.48
GAHBIN CORP.,2010-04-16 00:00:00.000,99.0,32.56
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,1.58
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,44.53
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,38.04
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.74
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,3.95
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,2.03
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,4.32
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,4.73
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,2.03
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,7.79
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,2.92
GAHBIN CORP.,2010-04-16 00:00:00.000,5.0,31.09
GAHBIN CORP.,2010-04-16 00:00:00.000,1.0,13.68
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,1.61
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,8.02
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.6
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,4.47
GAHBIN CORP.,2010-04-16 00:00:00.000,30.0,5.31
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.45
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,5.57
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,51.24
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,2.18
GAHBIN CORP.,2010-04-16 00:00:00.000,14.0,2.55
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,20.42
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,1.96
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,16.7
GAHBIN CORP.,2010-04-16 00:00:00.000,30.0,1.4
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,3.34
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,17.22
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,2.88
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,1.28
GAHBIN CORP.,2010-04-16 00:00:00.000,200.0,0.86
GAHBIN CORP.,2010-04-16 00:00:00.000,150.0,2.15
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.73
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,7.22
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,84.13
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.37
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.78
GAHBIN CORP.,2010-04-16 00:00:00.000,250.0,0.93
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.78
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,0.42
GAHBIN CORP.,2010-04-16 00:00:00.000,250.0,0.93
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,1.67
GAHBIN CORP.,2010-04-16 00:00:00.000,60.0,3.37
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.25
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,0.92
GAHBIN CORP.,2010-04-16 00:00:00.000,25.0,22.93
GAHBIN CORP.,2010-04-16 00:00:00.000,50.0,4.41
GAHBIN CORP.,2010-04-16 00:00:00.000,20.0,8.63
GAHBIN CORP.,2010-04-16 00:00:00.000,30.0,8.81
GAHBIN CORP.,2010-04-16 00:00:00.000,60.0,5.7
GAHBIN CORP.,2010-04-16 00:00:00.000,60.0,5.7
GAHBIN CORP.,2010-04-16 00:00:00.000,55.0,1.78
GAHBIN CORP.,2010-04-16 00:00:00.000,60.0,0.23
GAHBIN CORP.,2010-04-16 00:00:00.000,100.0,1.85
