"idereg","tiptran","fechfa","codart","nomart","codori","cantid","pcosto","pventa","can_ven","cos_ven","venta"
"1",VE,2010-08-18 00:00:00.000,HY-001,Filtro gasolina verna/04 mobis,6,6,4.74,12.25,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-003,Filtro aire verna /04 atoz/03 mobis,6,4,4.05,8.58,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-019,Banda dist. 105 dtes. vrn/04 acc94-99 mobis,6,16,23.16,52.05,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-037,Ruliman embrague ver04 acc/ mobis,6,16,12.3,26.11,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-037,Ruliman embrague ver04 acc/ mobis,6,5,12.3,26.11,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-037,Ruliman embrague ver04 acc/ mobis,6,20,12.3,26.11,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-045,Templador banda dist. ver/04 acc94-99 mobis,6,10,9.4,23.6,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-059,Terminal direccion verna/04 mobis,6,20,6.27,15.8,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-059,Terminal direccion verna/04 mobis,6,50,6.27,15.8,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-059,Terminal direccion verna/04 mobis,6,6,6.27,15.8,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-073,Filtro aire atos onnuri,6,2,1.82,3.87,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-085,Ruliman rueda dela. verna mobis,6,4,23.43,49.98,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-097,Radiador verna grande mobis,6,5,79.57,186.0,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-105,Sellos valvula accent verna mobis,6,240,0.39,0.99,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-105,Sellos valvula accent verna mobis,6,160,0.39,0.99,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-106,Filtro gasolina gezt mobis,6,3,14.68,27.8,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-106,Filtro gasolina gezt mobis,6,20,14.68,27.8,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-107,"Rotula suspension accent,verna/  mobis",6,6,6.95,16.99,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-109,Base amortiguador dela. accent verna/mobis,6,6,9.92,25.2,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-109,Base amortiguador dela. accent verna/mobis,6,20,9.92,25.2,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-118,Bocin caja direccion accent alto/ mobis,6,10,2.22,5.9,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-122,Caucho barra estab. dela. verna/mobis,6,20,1.58,2.45,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-122,Caucho barra estab. dela. verna/mobis,6,40,1.58,2.45,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-122,Caucho barra estab. dela. verna/mobis,6,10,1.58,2.45,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-123,Valvula admision verna mobis,6,16,2.44,6.15,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-123,Valvula admision verna mobis,6,16,2.44,6.15,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-123,Valvula admision verna mobis,6,16,2.44,6.15,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-124,Valvula escape verna mobis,6,16,3.03,8.8,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-125,Tuerca rueda 1. 50 mm verna mobis,6,50,0.64,1.49,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-125,Tuerca rueda 1. 50 mm verna mobis,6,20,0.64,1.49,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-127,Terminal barra estab. post. verna/mobis,6,10,3.23,6.78,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-139,Empaque cabezote verna 1.6 dohc/mobis,6,4,10.64,22.4,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-150,Disco freno nuevo accent/mobis,6,2,33.46,71.39,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-159,Barra limpiaparabrisas accent verna/mobis,6,6,8.13,12.15,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-165,Empaque cabezote verna accent 1.5 Doch/mobis,6,4,10.5,25.7,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-168,Filtro gasolina accent 07/mobis,6,5,10.47,26.0,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-170,Articulaci�n verna 99-05/mobis,6,10,6.0,15.55,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-172,Buje peq.mesa suspensi�n verna/mobis,6,10,1.52,4.05,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-180,Trompo retro verna/mobis,6,10,3.96,10.5,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-183,Manija interior abre pta. izq.verna 03/mobis,6,12,3.55,5.83,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-184,Ret�n tapa v�lvula verna/mobis,6,10,1.38,2.99,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-184,Ret�n tapa v�lvula verna/mobis,6,10,1.38,2.99,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-188,Buje mesa suspensi�n grande.dela.verna/mobis,6,10,2.64,6.7,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-188,Buje mesa suspensi�n grande.dela.verna/mobis,6,20,2.64,6.7,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-188,Buje mesa suspensi�n grande.dela.verna/mobis,6,30,2.64,6.7,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-189,Sello v�lvula atos/mobis,6,160,0.42,0.65,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-197,Sello valvula excel/mobis,6,80,0.5,1.2,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-197,Sello valvula excel/mobis,6,80,0.5,1.2,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-201,Empaque cabezote new verna 07 metal/onnuri,6,8,6.58,10.64,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-203,Empaque tapa v�lvula getz verna/mobis,6,20,5.32,8.6,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-203,Empaque tapa v�lvula getz verna/mobis,6,10,5.32,8.6,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-207,Pi��n cigue�al verna/mobis,6,2,2.44,5.22,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-217,Manguera by pass corta verna/mobis,6,15,1.6,3.99,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-234,Ret�n semi eje verna/mobis,6,10,1.06,2.64,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-234,Ret�n semi eje verna/mobis,6,20,1.06,2.64,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-236,Base palanca cambio atoz/mobis,6,6,2.72,4.16,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-236,Base palanca cambio atoz/mobis,6,10,2.72,4.16,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-240,Rotula superior new accent 06/mobis,6,6,8.96,23.02,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-249,Espiral post.verna 99-05/mobis,6,30,13.83,34.2,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-249,Espiral post.verna 99-05/mobis,6,2,13.83,34.2,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-250,Tope amortiguador post. atoz /mobis,6,12,1.42,3.5,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-254,T�erminal barra estab. post. verna/yulim,6,10,2.44,5.22,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-255,Banda direcci�n hidra�lica verna/mobis,6,20,3.39,5.6,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-255,Banda direcci�n hidra�lica verna/mobis,6,10,3.39,5.6,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-274,Plato embrague verna 1600/04 mobis,6,6,27.69,59.07,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-278,Buje media luna cremallera verna,6,5,0.72,1.8,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-289,Radiador Getz 1600 alterno,6,3,47.76,103.5,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-290,Reloj veloc�metro verna mobis,6,2,20.52,51.0,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-291,Ret�n cigue�al dela. verna,6,50,2.42,6.0,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-295,Pi��n cigue�al atos mobis,6,4,3.0,9.35,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-304,Empaque cabezote verna 1.5 asbesti/autox,6,8,2.78,5.92,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,HY-304,Empaque cabezote verna 1.5 asbesti/autox,6,10,2.78,5.92,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,KI-035,Disco freno kia rio I 2002 /kgc,6,2,12.94,27.62,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,KI-043,Cable embrague kia picanto/mobis,6,4,6.97,10.28,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,KI-046,Terminal direcci�n der. kia exite/mobis,6,4,8.55,18.24,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,KI-047,Terminal direcci�n izq. kia exite/mobis,6,4,8.57,18.24,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,KI-062,Articulaci�n kia picanto mobis,6,2,9.5,20.1,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,KI-062,Articulaci�n kia picanto mobis,6,5,9.5,20.1,0.0,0.0,0.0
"1",VE,2010-08-18 00:00:00.000,KI-062,Articulaci�n kia picanto mobis,6,6,9.5,20.1,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,DW-036,Pi�on cigue�al peq. daewoo racer gm,6,10,3.22,7.6,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,DW-036,Pi�on cigue�al peq. daewoo racer gm,6,25,3.22,7.6,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,DW-040,Sellos valvula cielo racer gm,6,53,0.72,1.68,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,DW-051,Ret�n cig�e�al post. lanos racer alterno /pos,6,20,1.56,3.6,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,DW-053,Ret�n �rbol levas lanos racer / alterno kos,6,5,1.3,2.78,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,DW-063,"Manzana rda. dela. racer,cielo,lanos/ x2hub",6,10,8.2,17.5,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,DW-066,Trompo retro daewoo matiz / gm,6,2,3.42,7.3,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,DW-175,"Trompo retro racer,cielo,espero,lanos/gm",6,10,3.06,7.0,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,DW-176,Cilindro auxiliar embrague cielo/ valeo,6,10,8.49,20.7,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-002,Filtro gasolina verna/04 onnuri,6,8,2.56,5.47,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-002,Filtro gasolina verna/04 onnuri,6,2,2.56,5.47,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-003,Filtro aire verna /04 atoz/03 mobis,6,10,4.05,8.58,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-004,Filtro aire verna/04 onnuri,6,2,1.95,4.16,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-019,Banda dist. 105 dtes. vrn/04 acc94-99 mobis,6,1,23.16,52.05,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-019,Banda dist. 105 dtes. vrn/04 acc94-99 mobis,6,4,23.16,52.05,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-021,Amortiguador dela. izq. verna/04 mobis,6,2,33.08,68.36,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-022,Amortiguador dela. der. verna/04 mobis,6,3,33.08,68.36,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-023,Amortiguador post. izq. verna/04 mobis,6,3,35.56,73.5,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-025,Amortiguador post. der. verna/04 mobis,6,2,35.56,73.5,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-037,Ruliman embrague ver04 acc/ mobis,6,6,12.3,26.11,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-045,Templador banda dist. ver/04 acc94-99 mobis,6,4,9.4,23.6,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-045,Templador banda dist. ver/04 acc94-99 mobis,6,2,9.4,23.6,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-045,Templador banda dist. ver/04 acc94-99 mobis,6,24,9.4,23.6,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-047,Templador red. dist. ver04 acc94-99 mobis,6,4,9.74,26.0,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-047,Templador red. dist. ver04 acc94-99 mobis,6,10,9.74,26.0,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-049,Jgo. cable bujias verna /04 mobis,6,12,24.22,56.99,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-049,Jgo. cable bujias verna /04 mobis,6,20,24.22,56.99,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-049,Jgo. cable bujias verna /04 mobis,6,4,24.22,56.99,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-057,Elevador valvula acc 94-99 ver/04 mobis,6,12,3.27,8.5,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-057,Elevador valvula acc 94-99 ver/04 mobis,6,24,3.27,8.5,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-059,Terminal direccion verna/04 mobis,6,20,6.27,15.8,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-059,Terminal direccion verna/04 mobis,6,10,6.27,15.8,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-059,Terminal direccion verna/04 mobis,6,10,6.27,15.8,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-061,Terminal barra est. der. ver/04 mobis,6,4,6.27,17.95,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-063,Terminal barra est. izq. ver/04 mobis,6,8,6.27,17.95,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-077,Malla bomba gasolina verna mobis,6,20,1.98,4.99,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-077,Malla bomba gasolina verna mobis,6,10,1.98,4.99,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-077,Malla bomba gasolina verna mobis,6,20,1.98,4.99,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-085,Ruliman rueda dela. verna mobis,6,30,23.43,49.98,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-088,Bomba aceite verna getz dosc 1.6/mobis,6,10,38.54,82.21,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-088,Bomba aceite verna getz dosc 1.6/mobis,6,4,38.54,82.21,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-089,Banda aire acondicionado verna mobis,6,6,11.54,13.17,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-095,Manija puerta interior izq. accent 99 mobis,6,10,1.47,2.5,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-096,Manija puerta interior der. accent 99 mobis,6,10,1.47,2.85,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-099,Reten arbol levas / todos hyundai/alterno,6,20,0.71,0.87,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-102,Reten rueda post. excel/mobis,6,20,0.45,1.05,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-102,Reten rueda post. excel/mobis,6,20,0.45,1.05,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-102,Reten rueda post. excel/mobis,6,25,0.45,1.05,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-105,Sellos valvula accent verna mobis,6,240,0.39,0.99,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-105,Sellos valvula accent verna mobis,6,40,0.39,0.99,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-105,Sellos valvula accent verna mobis,6,32,0.39,0.99,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-106,Filtro gasolina gezt mobis,6,10,14.68,27.8,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-106,Filtro gasolina gezt mobis,6,20,14.68,27.8,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-107,"Rotula suspension accent,verna/  mobis",6,20,6.95,16.99,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-107,"Rotula suspension accent,verna/  mobis",6,10,6.95,16.99,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-109,Base amortiguador dela. accent verna/mobis,6,24,9.92,25.2,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-109,Base amortiguador dela. accent verna/mobis,6,6,9.92,25.2,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-109,Base amortiguador dela. accent verna/mobis,6,10,9.92,25.2,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-109,Base amortiguador dela. accent verna/mobis,6,4,9.92,25.2,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-112,Buje plato suspension atos mobis,6,20,2.96,4.49,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-122,Caucho barra estab. dela. verna/mobis,6,10,1.58,2.45,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-123,Valvula admision verna mobis,6,24,2.44,6.15,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-124,Valvula escape verna mobis,6,24,3.03,8.8,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-124,Valvula escape verna mobis,6,16,3.03,8.8,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-125,Tuerca rueda 1. 50 mm verna mobis,6,10,0.64,1.49,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-125,Tuerca rueda 1. 50 mm verna mobis,6,30,0.64,1.49,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-125,Tuerca rueda 1. 50 mm verna mobis,6,10,0.64,1.49,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-127,Terminal barra estab. post. verna/mobis,6,3,3.23,6.78,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-139,Empaque cabezote verna 1.6 dohc/mobis,6,11,10.64,22.4,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-149,Guardapolvo centro verna /mobis,6,2,4.47,9.54,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-149,Guardapolvo centro verna /mobis,6,2,4.47,9.54,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-156,Sensor temperatura accent/mobis,6,10,3.93,8.29,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-159,Barra limpiaparabrisas accent verna/mobis,6,1,8.13,12.15,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-161,Ducto refrigerante corto atos/mobis,6,1,4.6,11.2,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-161,Ducto refrigerante corto atos/mobis,6,10,4.6,11.2,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-167,Trompo retro atos/mobis,6,10,3.62,9.4,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-168,Filtro gasolina accent 07/mobis,6,4,10.47,26.0,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-168,Filtro gasolina accent 07/mobis,6,4,10.47,26.0,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-170,Articulaci�n verna 99-05/mobis,6,4,6.0,15.55,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-170,Articulaci�n verna 99-05/mobis,6,6,6.0,15.55,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-170,Articulaci�n verna 99-05/mobis,6,10,6.0,15.55,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-172,Buje peq.mesa suspensi�n verna/mobis,6,6,1.52,4.05,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-172,Buje peq.mesa suspensi�n verna/mobis,6,6,1.52,4.05,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-172,Buje peq.mesa suspensi�n verna/mobis,6,20,1.52,4.05,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-180,Trompo retro verna/mobis,6,15,3.96,10.5,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-180,Trompo retro verna/mobis,6,5,3.96,10.5,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-180,Trompo retro verna/mobis,6,20,3.96,10.5,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-180,Trompo retro verna/mobis,6,20,3.96,10.5,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-183,Manija interior abre pta. izq.verna 03/mobis,6,6,3.55,5.83,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-184,Ret�n tapa v�lvula verna/mobis,6,10,1.38,2.99,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-184,Ret�n tapa v�lvula verna/mobis,6,20,1.38,2.99,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-185,Rulim�n rueda delantera verna/alterno,6,4,9.8,13.41,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-187,Ret�n cig�e�al dela.atos/alterno pos,6,10,0.88,1.08,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-188,Buje mesa suspensi�n grande.dela.verna/mobis,6,6,2.64,6.7,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-188,Buje mesa suspensi�n grande.dela.verna/mobis,6,16,2.64,6.7,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-188,Buje mesa suspensi�n grande.dela.verna/mobis,6,40,2.64,6.7,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-189,Sello v�lvula atos/mobis,6,40,0.42,0.65,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-189,Sello v�lvula atos/mobis,6,80,0.42,0.65,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-194,Bomba aceite verna getz dohc 1.6 alterno/jico,6,2,29.08,62.05,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-194,Bomba aceite verna getz dohc 1.6 alterno/jico,6,10,29.08,62.05,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-194,Bomba aceite verna getz dohc 1.6 alterno/jico,6,4,29.08,62.05,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-197,Sello valvula excel/mobis,6,40,0.5,1.2,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-201,Empaque cabezote new verna 07 metal/onnuri,6,10,6.58,10.64,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-203,Empaque tapa v�lvula getz verna/mobis,6,50,5.32,8.6,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-203,Empaque tapa v�lvula getz verna/mobis,6,20,5.32,8.6,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-214,Motor electroventilador comp. verna/mobis,6,1,48.28,121.0,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-216,Manguera radiador superior verna/mobis,6,5,3.22,8.0,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-217,Manguera by pass corta verna/mobis,6,8,1.6,3.99,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-217,Manguera by pass corta verna/mobis,6,20,1.6,3.99,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-220,Jgo. cable buj�as atoz pride2000/mobis,6,10,16.08,24.81,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-232,Horquilla embrague new accent verna 06/mobis,6,8,4.12,6.66,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-234,Ret�n semi eje verna/mobis,6,4,1.06,2.64,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-234,Ret�n semi eje verna/mobis,6,20,1.06,2.64,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-234,Ret�n semi eje verna/mobis,6,20,1.06,2.64,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-234,Ret�n semi eje verna/mobis,6,20,1.06,2.64,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-235,Sincronizados 1 y 2 verna getz/mobis,6,1,12.72,31.6,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-236,Base palanca cambio atoz/mobis,6,8,2.72,4.16,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-237,Horquilla 1 y 2 accent 1.5 /mobis,6,5,2.67,6.7,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-237,Horquilla 1 y 2 accent 1.5 /mobis,6,2,2.67,6.7,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-240,Rotula superior new accent 06/mobis,6,2,8.96,23.02,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-240,Rotula superior new accent 06/mobis,6,10,8.96,23.02,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-249,Espiral post.verna 99-05/mobis,6,2,13.83,34.2,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-254,T�erminal barra estab. post. verna/yulim,6,12,2.44,5.22,0.0,0.0,0.0
"1",VE,2010-08-19 00:00:00.000,HY-255,Banda direcci�n hidra�lica verna/mobis,6,10,3.39,5.6,0.0,0.0,0.0
